NAME,PRICE,CUISINES_CATEGORY,CITY,REGION,RATING,VOTES,PEAK_TIME,MEN_EMPLOYEE,WOMEN_EMPLOYEE,DELIVERED_FOOD_APPROX,DELIVERY_TIME
The Calicut Biryani,500,['South Indian' 'Biryani'],Pune,Kalyani Nagar,3.1,20,17:19:57,5,5,11894,58
Dhaba shaba veg bistro,550,['North Indian' 'Biryani' 'Chinese' 'Combo' 'Thalis' 'Snacks' 'Desserts'],Pune,Koregaon Park,4.4,100,17:09:47,7,1,20083,56
Manisha Bhel And Panipuri,150,['Snacks'],Pune,Kothrud,--,,21:01:00,1,5,9632,59
AUGUST 1 FIVE,200,['Chinese' 'Continental' 'Pizzas' 'Pastas' 'Beverages'],Pune,Kothrud,--,,20:43:03,9,2,25083,60
Arthur's Theme,800,['Italian' 'European'],Pune,Koregaon Park,4.3,100,17:55:59,5,2,10651,56
DevUncle Kitchen,600,['North Indian' 'Chinese' 'Beverages'],Pune,Ganga Dham,4.2,50,21:59:33,6,1,14054,60
Trattoria by Toscano,1200,['Italian' 'Pizzas' 'Pastas' 'Continental' 'Salads' 'Desserts' 'Beverages' 'Combo' 'Healthy Food'],Pune,Koregaon Park,--,,17:32:24,10,2,10507,59
Rj's sandwich,100,['Beverages' 'Fast Food' 'Pizzas'],Pune,Ganga Dham,--,,12:15:10,1,4,4622,67
SHAWARMA CULTURE,200,['Indian'],Pune,Kothrud,--,,22:19:34,3,3,11167,62
Greecania (Greek Food & Desserts),200,['Ice Cream' 'Snacks' 'Beverages'],Pune,Kothrud,--,,21:37:25,10,4,24395,56
Donatella,400,['Pizzas' 'Italian' 'Mexican'],Pune,Kalyani Nagar,4.4,20,16:58:02,6,2,22267,59
Kareem's,300,['North Indian' 'Mughlai' 'Maharashtrian' 'Biryani' 'Kebabs' 'Tandoor' 'Beverages'],Pune,Koregaon Park,4.1,100,22:35:12,9,1,20476,54
Nothing but Chicken,400,['Salads' 'Raw meats'],Pune,Kalyani Nagar,--,,10:41:55,1,4,12924,52
CHICKEN XPERIENCE BY VENKY'S,300,['Continental' 'Beverages' 'Snacks'],Pune,Wanowrie,--,,18:33:58,4,4,20083,60
Yummy Momos,200,['Chinese'],Pune,Koregaon Park,--,,15:50:25,3,1,5838,53
Modern Cakes,300,['Bakery'],Pune,Koregaon Park,4.7,50,15:27:42,1,5,27409,49
DRUNKEN MONKEY,400,['Continental' 'Healthy Food' 'Beverages'],Pune,Koregaon Park,4.5,50,10:49:01,1,5,17354,52
Punjabi Darbaar,550,['North Indian' 'Chinese'],Pune,Ghorpadi,4.1,100,16:29:36,7,5,25545,59
The Cheesy Crust,500,['Combo' 'Pizzas' 'Pastas'],Pune,Koregaon Park,--,,16:34:15,6,0,3737,56
Shri Swami Samartha Pure Veg,450,['North Indian' 'Chinese' 'Biryani' 'Desserts'],Pune,Kothrud,3.7,1000,10:17:13,4,2,14971,54
Mocha,800,['Continental' 'Asian'],Pune,Koregaon Park,4.4,20,18:29:28,8,0,21588,59
Saathee Restaurant & Bar,200,['North Indian' 'Chinese'],Pune,Bopodi,4,20,09:21:51,10,5,22022,56
Kerala Express,300,['North Indian' 'Indian'],Pune,Wanowrie,--,,22:54:52,8,4,27724,70
Sassy Teaspoon,800,['Ice Cream' 'Desserts' 'Bakery'],Pune,Koregaon Park,4.6,100,18:18:32,6,3,14327,47
New Vishal Restaurant,300,['North Indian'],Pune,Wanowrie,3.9,20,18:07:26,2,4,25797,71
MM Restaurant,200,['Indian' 'Chinese'],Pune,Bopodi,4.2,100,13:38:11,7,4,7746,55
PIZZATTO'S,300,['Pizzas'],Pune,Wanowrie,--,,14:56:00,5,4,15582,66
The Sassy Spoon,1200,['European' 'Continental' 'American' 'Fast Food' 'Asian' 'Desserts'],Pune,Koregaon Park,4.3,50,22:56:25,4,3,18724,62
Boteco - Restaurante Brasileiro,800,['South American' 'Fast Food'],Pune,Koregaon Park,4.3,50,16:42:59,5,5,9504,63
Akshay Court,550,['North Indian' 'Chinese' 'Seafood' 'Biryani'],Pune,Mangawadi,--,,16:00:47,9,1,16407,60
Sugardough,300,['Continental' 'American' 'Desserts' 'Fast Food' 'Bakery'],Pune,Kothrud,--,,12:57:09,3,4,3806,60
Mummyjis,200,['Indian' 'Fast Food'],Pune,Kothrud,--,,10:45:55,8,5,29829,60
Noble Bake House,200,['Bakery'],Pune,Wanwadi,4.4,100,12:31:45,6,1,24800,53
Murphies,1100,['European' 'Italian' 'Continental' 'Healthy Food' 'Salads' 'Pizzas' 'Beverages'],Pune,Koregaon Park,3.9,20,12:34:06,4,0,19806,62
Bhujbal Bandhu-Hotel Apulki,400,['Maharashtrian'],Pune,Karve Nagar,4.1,100,14:19:11,9,4,23721,61
Gypsy Caterers,500,['Indian'],Pune,Kothrud,--,,16:33:03,6,5,15244,60
Signature,600,['North Indian' 'Mughlai' 'Seafood' 'Chinese' 'Tandoor'],Pune,Lullanagar,4.4,100,19:24:56,5,4,4645,61
Rosso Bianco,500,['Italian' 'Pizzas'],Pune,BOPODI,4.8,20,21:26:23,4,0,6233,57
Seven - Shawarma and Burgers,250,['Lebanese' 'Fast Food' 'Snacks' 'Arabian'],Pune,Koregaon Park,3.9,100,10:33:02,2,3,8509,51
The Chefs Table,500,['Indian' 'Biryani'],Pune,Koregoan Park,--,,18:50:03,4,1,5045,64
Moshi Moshi,1255,['Asian' 'Chinese' 'Sushi' 'Thai' 'Japanese'],Pune,Koregaon Park,4.1,50,16:21:02,9,2,12560,63
MOMOS JUNCTION,200,['Chinese'],Pune,Fathima Nagar,--,,11:20:58,3,0,29701,53
WITCHER'S DEN,200,['Indian'],Pune,Koregaon Park,--,,16:41:45,6,4,17359,65
PROPER PAKODA,100,['Snacks'],Pune,Wanowrie,--,,09:21:33,9,3,26858,62
LUCKNOW SPICE,300,['North Indian'],Pune,Kothrud,3.4,50,22:50:17,6,0,9938,59
Cafe Rolls Inn,200,['Fast Food'],Pune,Koregaon Park,4.3,100,14:35:13,8,1,7814,54
WE DESI,200,['North Indian'],Pune,Koregaon Park,--,,12:01:30,5,0,14127,65
VENKY'S CHICKEN XPERIENCE,400,['Chinese' 'Mughlai' 'Fast Food' 'Beverages'],Pune,Camp,--,,21:37:02,1,4,25999,68
Squashed - Cold Press Juices,300,['Juices' 'Healthy Food' 'Fast Food'],Pune,Koregaon Park,4.3,20,09:45:00,6,1,12150,60
Crazy Noodles,500,['Chinese' 'Thai'],Pune,Koregaon Park,3.8,20,20:17:19,10,5,8674,55
Vishal Restaurant,200,['North Indian' 'Indian' 'Punjabi' 'Tandoor' 'Chinese' 'Biryani' 'Kerala' 'Snacks' 'Beverages'],Pune,Wanowrie,4.2,100,10:10:31,10,2,13705,59
Yonies pizza,550,['Pizzas' 'Italian'],Pune,Koregaon Park,4.6,20,09:41:58,1,5,3226,65
Kuai Kitchen,1000,['Chinese' 'Japanese' 'Sushi' 'Asian' 'Thai'],Pune,Koregaon Park,4.2,20,09:45:33,3,5,28130,60
WOW - World of Wings,300,['Barbecue'],Pune,Koregaon Park,--,,10:47:57,7,2,14982,70
Super Burgers,450,['Fast Food'],Pune,Koregaon Park,3.8,20,09:31:29,9,2,23975,64
The Burger House,300,['American' 'Fast Food'],Pune,Koregaon Park,4,100,16:55:01,6,4,27548,56
China Park,250,['Chinese'],Pune,Koregaon Park,4,50,10:13:16,7,0,18315,64
Krushna Pure Veg,400,['South Indian' 'Indian' 'Chinese'],Pune,Wanwadi,4.3,1000,16:02:22,7,3,12624,60
Madurai Idly Shop,150,['South Indian' 'Chinese'],Pune,Kothrud,4.2,1000,19:57:17,2,2,20216,57
Pizza & Soup,500,['Italian' 'Pizzas' 'Fast Food'],Pune,Anand Nagar,--,,12:05:09,2,5,20284,65
PUNJABI DHABA,400,['North Indian'],Pune,Wanowrie,--,,10:36:26,5,3,14226,65
De Bakers Lounge,400,['Desserts'],Pune,Kothrud,--,,09:57:23,5,3,21684,59
Shawarma & Wraps,300,['Chinese' 'Indian'],Pune,Wanowrie,--,,22:03:35,8,5,4048,66
PARATHA PIND DA,300,['Maharashtrian'],Pune,Wanowrie,--,,12:55:41,7,1,25031,65
SUGREN HOMEMADE NON VEG,500,['Indian'],Pune,Wanowrie,4.1,20,13:06:20,4,1,25794,72
Shee Chinese,400,['Chinese' 'Asian' 'Thai'],Pune,Kondhwa,4.3,100,19:48:06,3,4,21203,59
BREATATO . CO,200,['Snacks' 'Combo'],Pune,Karve Nagar,4,100,16:49:09,10,2,8619,63
EXECUTIVE MEALS,300,['Maharashtrian' 'Mughlai'],Pune,Wanowrie,--,,17:25:44,6,2,9481,65
Nawabs Biryani & Kababs,300,['Maharashtrian' 'Mughlai'],Pune,Wanowrie,--,,10:19:17,8,1,17170,65
Dum Biryani,300,['Maharashtrian'],Pune,Wanowrie,--,,12:53:19,10,4,29145,65
PESHAVARI TADKA,400,['Indian' 'Thalis' 'Chinese'],Pune,Wanowrie,--,,22:33:53,2,3,6179,65
Khandesh To Pune,300,['Indian'],Pune,Karvenagar,--,,21:21:06,6,0,6952,64
LONDON DAIRY,280,['Desserts' 'Ice Cream'],Pune,Karve Nagar,--,,22:44:54,5,5,4614,54
Lahori Tadka,400,['Indian'],Pune,Wanowrie,--,,13:54:22,6,3,16011,65
BANARASIYA,400,['Tandoor'],Pune,Wanowrie,--,,10:46:35,8,5,13801,65
Solanki Ice Creams,120,['Ice Cream'],Pune,Karve Nagar,--,,20:12:17,1,1,26516,67
Swadist Bite - Healthy Bakery,250,['Bakery'],Pune,Sinhgad Road,--,,22:05:45,2,5,5951,67
Shisha Jazz Cafe,600,['North Indian' 'Persian'],Pune,Mundhwa,--,,13:08:46,5,4,22519,61
NIZAMS BIRYANI,400,['Indian'],Pune,Wanowrie,--,,21:41:39,5,3,19513,65
The Chinese Monk,200,['Chinese' 'Combo' 'Tibetan' 'Healthy Food' 'Pan-Asian'],Pune,Dhankawadi,3.9,1000,15:56:33,5,5,5581,60
Sarjaa Restaurant & Bar,1100,['Mughlai' 'North Indian' 'Chinese' 'Seafood'],Pune,Aundh,4.3,100,12:28:16,5,4,7741,65
Starboy Pizza & Shakes,400,['Pizzas' 'Fast Food' 'Desserts' 'Beverages'],Pune,Bibwewadi,--,,22:04:07,2,5,29543,68
Sapna Pav Bhaji,300,['Maharashtrian' 'Street Food' 'Chinese' 'Beverages' 'Desserts'],Pune,Lullanagar,4,100,16:45:09,10,0,4228,59
Mirch Masala Resto Bar,800,['North Indian' 'Chinese'],Pune,Kothrud,4.5,100,17:31:15,5,0,6631,63
Cafe Good Day,250,['Fast Food' 'Beverages'],Pune,Wanwadi,--,,10:11:13,3,5,23763,66
Deewan-E-Biryani - Kothrud,250,['Biryani'],Pune,Kothrud,--,,17:03:04,2,4,8987,59
The Feelia Cafe,300,['Beverages'],Pune,Kothrud,--,,20:42:36,5,2,9482,60
TFT Creams and Snacks,200,['Fast Food'],Pune,Dhankawadi,--,,22:38:22,9,0,23559,66
SHIVTIRTH VADAPAV,200,['Indian' 'Snacks'],Pune,Kothrud,3.7,20,09:25:11,5,2,21764,60
SIKANDARS SHAHI BIRYANI,500,['Biryani' 'Chinese' 'North Indian'],Pune,Karve Nagar,--,,16:12:44,10,3,24109,69
New Kalyan Bhel,150,['Chaat' 'Snacks' 'South Indian' 'Beverages'],Pune,Kothrud,4.4,100,20:57:40,9,5,23666,60
Sudit Su's Chinese,350,['Chinese'],Pune,Kothrud,4,100,10:22:46,4,3,4682,59
Nation 52,300,['North Indian' 'Chinese'],Pune,Karve Nagar,4.3,100,12:25:49,9,4,23853,61
Saffron Exotic Family Restaurant,500,['North Indian' 'Biryani' 'Chinese' 'Tandoor' 'Seafood' 'Snacks' 'Kebabs'],Pune,Ghorpadi,4.3,100,12:32:57,9,4,13281,64
Paramhans Pure Veg,300,['Rajasthani' 'Indian' 'Chinese'],Pune,Karve Nagar,4,100,09:20:40,9,1,18568,56
King's Chinese & Restaurant,150,['Indian'],Pune,Karve Nagar,--,,13:07:04,4,1,24181,64
Kolhapuri tadka Misal & snacks Center,100,['Snacks' 'South Indian' 'Beverages'],Pune,Karve Nagar,--,,22:42:29,10,3,14369,63
Nawabi Zaika,200,['Fast Food' 'Street Food'],Pune,Karve Nagar,3.8,20,22:23:55,10,4,23637,57
Hyderabadi Spice,400,['Biryani' 'Mughlai' 'North Indian' 'Chinese'],Pune,Aundh,4.2,1000,09:38:43,2,4,9344,58
Punjabi Chef,300,['North Indian' 'Thalis' 'Beverages' 'Desserts'],Pune,Mundhwa,--,,17:40:30,5,4,10152,60
GetAWhey- Healthy Ice Cream,300,['Ice Cream'],Pune,Kalyani Nagar,--,,18:30:04,7,3,13486,51
The Chef's Way Cafe,500,['Mexican' 'Italian' 'American' 'French'],Pune,Range Hills,--,,12:24:13,1,0,28968,59
Dal Baati & Co.,500,['Thalis' 'North Indian' 'Indian'],Pune,koregoan park ,--,,10:09:09,7,2,12897,68
Hotel Shraddha Veg And Nonveg,300,['North Indian' 'Biryani'],Pune,Kothrud,--,,13:53:41,3,4,11391,60
Exotica,1100,['North Indian' 'Chinese' 'Mediterranean' 'Continental'],Pune,Yerawada,4.1,20,17:09:07,3,5,4827,64
Brahma Garden,500,['North Indian' 'South Indian' 'Chinese' 'Fast Food' 'Juices' 'Biryani' 'Punjabi'],Pune,Anand Nagar,4.3,1000,21:49:50,6,3,28983,63
The Meal House,200,['Thalis' 'North Indian' 'Punjabi' 'Combo'],Pune,Aundh,4.1,500,21:41:26,4,1,4581,60
Cafe Zam Zam,250,['Mughlai' 'North Indian' 'Chinese' 'Fast Food' 'Biryani'],Pune,Kondhwa,4.1,1000,15:15:56,8,0,14897,64
Bhairavee Pure Veg. Restaurant,1000,['North Indian' 'Chinese' 'Thai' 'Continental'],Pune,Aundh,4.3,100,11:32:28,9,1,10220,66
Chow Chow Chinese,200,['Chinese'],Pune,Kothrud,--,,16:43:50,6,3,13826,68
NutriHunger,350,['Healthy Food'],Pune,Salunkhe Vihar road,--,,19:28:14,3,2,29227,67
S.P. Crazy Cafe And Fast Food,200,['Beverages' 'Pizzas'],Pune,Sinhgad Road,--,,09:57:12,1,0,23864,59
Sapkal Foods,100,['Indian' 'Fast Food' 'Snacks'],Pune,Kothrud,--,,16:35:47,2,0,29754,62
Bhayankar Burgers,250,['Fast Food' 'American' 'Desserts'],Pune,Bibwewadi,--,,13:21:46,6,2,8321,64
Arkie's Born Bakers,300,['Fast Food' 'Bakery'],Pune,Lullanagar,4.4,100,21:13:21,6,1,5984,62
Pramit Veg Non Veg,300,['North Indian' 'Fast Food'],Pune,Karve Nagar,--,,16:55:12,10,4,17080,59
Wassup Pizza,199,['Pizzas' 'Beverages'],Pune,Kothrud,--,,18:05:18,1,3,23039,65
Paul's,300,['North Indian' 'Chinese'],Pune,Lullanagar,--,,12:21:43,7,5,9680,65
Swad Punjab Da,350,['North Indian' 'Chinese'],Pune,Wanwadi,4.1,20,19:25:54,8,2,13842,65
Kolhapuri Mirchi,300,['Maharashtrian' 'Thalis' 'Indian' 'Beverages'],Pune,Kondhwa,4.3,20,10:36:00,4,2,21321,60
Jyoti Restaurant,200,['North Indian' 'South Indian' 'Beverages' 'Ice Cream' 'Chinese' 'Snacks'],Pune,Kondhwa,4.1,1000,12:36:33,10,3,9595,62
Jagdamba Veg - Nonveg,250,['Maharashtrian' 'Seafood' 'North Indian' 'Fast Food' 'Punjabi'],Pune,Bibwewadi,4.2,50,12:25:45,6,3,12073,65
Golden Dragon,400,['Chinese'],Pune,Kothrud,4.1,500,15:38:33,1,2,24460,59
OUT OF THE OVEN,200,['Bakery'],Pune,Kothrud,--,,15:28:59,8,0,5429,66
Shree Maharaja,100,['South Indian'],Pune,Wanowrie,4.2,20,13:50:05,10,1,10489,65
BETWEEN THE BUNS,300,['Fast Food'],Pune,Kothrud,--,,14:23:32,5,2,11373,67
Parth Veg Nonveg,300,['Indian' 'Chinese'],Pune,Kothrud,--,,22:13:06,4,0,3224,65
The Choco World,200,['Beverages'],Pune,Kothrud,--,,13:54:38,2,1,13119,60
Jashn,500,['Indian' 'Chinese' 'Italian' 'American'],Pune,Kondhwa,4,100,16:11:58,4,1,7713,66
Hotel Sindhusagar,300,['North Indian'],Pune,Yerawada,4.4,20,21:51:42,2,4,5087,63
Havmor Havfunn,200,['Ice Cream' 'Ice Cream Cakes' 'Desserts'],Pune,Wanwadi,4.5,20,18:01:07,10,3,22460,60
Bowls Of China (B.O.C),200,['Chinese' 'Beverages' 'Combo' 'Street Food' 'Pan-Asian' 'Tibetan' 'North Indian' 'Biryani' 'Punjabi'],Pune,Dhankawadi,3.9,100,15:55:33,4,2,20155,61
Biryani King,300,['Chinese' 'North Indian'],Pune,Karve Nagar,--,,12:29:58,5,3,25076,64
Royal Chaina,200,['Chinese' 'Indian'],Pune,Kothrud,--,,10:56:20,4,5,5649,66
Malabar,400,['North Indian' 'Chinese'],Pune,Karve Nagar,3.9,100,13:45:24,9,4,7088,56
A1 Chinese,400,['Chinese' 'North Indian'],Pune,Karve Nagar,3.6,20,21:47:46,4,2,11935,64
Crunchy Chicken Chunks .C3,300,['Fast Food' 'Kebabs' 'Grill' 'Tandoor'],Pune,Kothrud,4.2,20,13:45:34,10,5,29923,68
H Dragon Chinese Center,200,['Asian' 'Chinese'],Pune,Kothrud,--,,21:08:58,5,4,20720,66
G-1 Juice Center,150,['Beverages'],Pune,Yerawada,--,,22:15:36,2,5,14029,55
sp chinese fast food,300,['Chinese' 'Fast Food' 'Indian'],Pune,Yerawada,3.9,50,16:26:13,4,2,12848,55
Kraks N Bruns,350,['Continental' 'Desserts' 'Bakery'],Pune,Dhankawadi,3.8,50,17:49:04,7,0,28375,65
South Kitchen,150,['South Indian'],Pune,Kothrud,--,,13:14:02,2,5,22642,65
The Green Roof,700,['North Indian' 'Chinese' 'South Indian' 'Mexican' 'Italian'],Pune,Anand Nagar,4.1,100,13:07:53,2,2,13056,68
99 Pancakes,300,['Beverages' 'Desserts'],Pune,Aundh,--,,21:10:23,7,3,12093,62
Fish N Rolls,250,['Seafood'],Pune,Range Hills,4.2,20,21:26:52,9,5,17882,59
Nine Square,300,['Chinese' 'North Indian' 'Continental' 'Desserts'],Pune,Yerawada,--,,09:28:27,9,5,8243,63
Cafe Old Skool,300,['Desserts' 'Cafe'],Pune,Aundh,4.7,100,18:50:58,6,5,21781,61
Wicked China,400,['Chinese' 'Oriental' 'Asian' 'Pan-Asian' 'Thai' 'Seafood' 'Fast Food'],Pune,Koregaon Park,4.2,20,21:48:56,4,0,23821,66
Baraza Bars & Bites,700,['North Indian' 'Kebabs' 'Biryani' 'Chinese' 'Continental' 'Fast Food' 'Mughlai'],Pune,Yerawada,--,,13:29:06,5,2,24774,68
ROOPALI PURE VEG,500,['North Indian' 'Chinese' 'Punjabi' 'Italian' 'Continental' 'South Indian'],Pune,Bibwewadi,--,,15:30:04,3,1,11986,70
Kebstha,350,['Indian'],Pune,Salunkhe Vihar road,--,,16:03:59,3,4,12926,65
United Tastes,200,['Snacks' 'Indian'],Pune,Kondhwa,--,,14:22:09,8,5,21818,68
Arun Ice Creams,100,['Ice Cream' 'Desserts'],Pune,Mangawadi,4.8,20,19:40:15,3,4,24058,64
Big Ms,400,['American' 'Cafe' 'Fast Food' 'Beverages' 'Italian' 'Mexican'],Pune,Aundh,--,,17:04:43,6,4,22674,67
Shraddha Restaurant,300,['South Indian' 'Chinese' 'Fast Food'],Pune,Karve Nagar,--,,09:53:28,7,5,18676,64
Degchi's Biryani Cafe,300,['North Indian' 'Mughlai' 'Biryani' 'Desserts'],Pune,Kondhwa,3.7,100,13:58:58,8,1,29324,63
Aaoji Khhaoji,500,['North Indian'],Pune,Range Hills,4,50,16:15:53,3,5,4538,60
Hotel Green Park,1200,['North Indian' 'Chinese' 'Continental' 'Thai' 'Mexican' 'Seafood'],Pune,Pashan,4.4,500,14:22:18,10,0,9378,63
Juice Destination,200,['Thalis' 'North Indian' 'Punjabi' 'Beverages'],Pune,Aundh,4.2,500,19:31:13,7,5,20205,60
Haldiram,300,['Indian' 'North Indian' 'Sweets'],Pune,Kondhwa,4.2,500,17:01:56,3,3,17580,65
BIKKGANE BIRYANI,350,['Hyderabadi' 'South Indian' 'North Indian' 'Biryani' 'Andhra' 'Mughlai'],Pune,Kothrud,4.1,100,12:14:44,7,2,25296,60
Oasis The Royal Biryani,500,['Biryani' 'North Indian' 'Beverages' 'Combo' 'Desserts'],Pune,Kothrud,3.6,20,15:55:54,5,1,18331,60
Yumme Tumme,200,['Fast Food'],Pune,Kondhwa,--,,15:31:47,9,5,23726,69
CAFESTARBOY,300,['Chinese' 'Indian'],Pune,Aundh,4,20,18:46:13,10,0,24588,68
Sardarji's Paratha & Chaap House,250,['North Indian' 'Beverages'],Pune,Kondhwa,4.1,100,20:12:19,5,4,17370,72
55 Biryanis,300,['Biryani'],Pune,Bibwewadi,--,,14:16:17,10,4,28460,71
Crazy Cheesy (Aundh),500,['American' 'Beverages' 'Italian'],Pune,Aundh,4.2,20,15:38:42,4,0,10873,65
Italian Hut,199,['Continental' 'Italian'],Pune,Sinhgad Road,4.4,20,14:42:08,6,4,13530,65
Lean Life Bistro,300,['Fast Food'],Pune,Kothrud,4.7,20,16:51:22,9,5,17912,64
Lucky Chinese,300,['Chinese'],Pune,Kothrud,--,,19:26:05,9,2,6594,71
GARRISON KITCHEN,400,['Chinese' 'Beverages'],Pune,Kondhwa,--,,12:19:03,5,3,15491,73
Cafe Doraemon,200,['Pizzas' 'Chinese'],Pune,Kothrud,--,,18:35:37,3,1,16624,64
Spice Garden Family Resto & Bar,500,['North Indian' 'Chinese' 'Mughlai'],Pune,Bibwewadi,4.3,100,15:09:23,4,1,14044,70
Ratna Veg Cuisine,400,['North Indian' 'South Indian'],Pune,Warje,4.2,100,21:18:48,9,1,17912,60
RK Pure Veg,300,['Mughlai' 'North Indian' 'Chinese'],Pune,Visharant Wadi,3.8,500,15:56:19,3,0,25041,62
Ashapuri Dining Hall,250,['North Indian' 'Chinese' 'Rajasthani'],Pune,Aundh,4,1000,17:51:51,4,4,18915,59
RocoMamas,1000,['American' 'Fast Food'],Pune,Kalyani Nagar,4.2,50,10:06:44,6,2,10575,59
Salad Grills,300,['Healthy Food' 'Salads' 'Fast Food' 'Continental' 'North Indian' 'Chinese'],Pune,Kalyani Nagar,4.3,100,13:35:04,1,3,26901,63
Koffee Villa,200,['Pizzas' 'Italian' 'Pastas'],Pune,Bibwewadi,--,,17:34:27,7,3,7704,72
Riva Gourmet Under The Sky,600,['Indian' 'Oriental' 'Continental'],Pune,Anand Nagar,4.4,20,11:24:36,2,4,26326,65
Cake Creation The Cake Shop and Cafe,300,['Bakery'],Pune,Bibwewadi,--,,18:22:40,1,0,23582,68
Steakhouse,300,['Continental'],Pune,Kalyani Nagar,4.6,100,10:47:14,6,1,14299,63
THE PIZZA HUB,400,['Italian' 'Fast Food' 'Beverages'],Pune,Dhankawadi,--,,20:36:28,6,1,7113,74
Taaareef,1100,['Mughlai' 'North Indian' 'Seafood' 'Biryani'],Pune,Aundh,4.4,100,14:54:34,4,1,3272,67
Shudha Amruttulya,200,['North Indian' 'Maharashtrian' 'Beverages'],Pune,Kondhwa,4.1,20,20:16:44,2,2,27532,80
Mineority By Saby,600,['North Indian' 'Continental' 'Indian' 'Tandoor' 'Oriental' 'Chinese' 'Pastas' 'Pizzas'],Pune,Kalyani Nagar,--,,09:32:56,8,3,3093,63
Indian Chinese,200,['Chinese' 'North Indian' 'Beverages'],Pune,Kothrud,--,,19:56:26,8,2,27200,63
Radhika Veg Restaurant,500,['North Indian' 'South Indian' 'Chinese' 'Fast Food'],Pune,Aundh,4.2,50,21:35:11,2,1,7462,66
Belly Tales,400,['North Indian' 'Chinese' 'Combo' 'Pizzas' 'Beverages'],Pune,Kalyani Nagar,3.9,50,15:18:09,3,2,26155,59
Billy's BrewStirs,1000,['Indian' 'American' 'Continental'],Pune,Aundh,--,,22:07:23,9,4,16251,72
BOMBAY CHINESE MH 02,200,['Chinese'],Pune,Aundh,--,,09:01:21,8,0,17983,67
Krishna Bikaner and dry fruits,250,['Sweets'],Pune,Sinhgad Road,--,,11:38:54,2,2,12573,68
Moonlight Kitchen,200,['Chinese' 'North Indian' 'Maharashtrian' 'Beverages'],Pune,Kothrud,--,,13:12:35,10,4,11466,67
Pind Punjab.,400,['North Indian' 'Indian' 'Punjabi' 'Chinese' 'Biryani' 'Thalis' 'Combo' 'Mughlai' 'Beverages' 'Desserts' 'Snacks'],Pune,Baner,4.2,1000,10:32:48,6,2,14430,63
Cakes N Cakes,200,['Bakery' 'Desserts'],Pune,Kothrud,3.8,100,14:49:18,1,2,10003,58
RK Biryani House,500,['North Indian' 'Biryani' 'Thalis' 'Kebabs' 'Maharashtrian' 'Malwani'],Pune,Dhankawadi,4,100,09:50:03,9,3,6496,71
Pergola Kitchen And Bar,1000,['Continental' 'North Indian'],Pune,Kalyani Nagar,--,,12:59:08,3,2,20833,63
The Fat and the Sexy Chef,500,['American' 'Mexican'],Pune,Wanowrie,3.9,20,22:54:33,3,5,10689,78
Hite Bar,200,['Fast Food'],Pune,Wanowrie,4.3,100,12:43:25,3,0,21913,64
Andhra Biryani,300,['Biryani' 'Chinese' 'North Indian'],Pune,Yerawada,--,,11:29:46,1,1,21620,63
Baba Biryani,250,['Biryani' 'Indian' 'Chinese'],Pune,Vishrantwadi,3.5,50,16:09:16,10,1,20362,59
Step-In,500,['Chinese' 'North Indian'],Pune,Wanowrie,--,,12:21:46,2,5,14338,81
DILLI CHAT BHANDAR,250,['North Indian'],Pune,Vishrantwadi,--,,22:16:02,6,4,13085,63
Golden Dragon Chinese & Momo,300,['Chinese'],Pune,Kothrud,2,20,16:32:09,3,0,28511,68
Amritsari Kulcha And Delhi's Chaap,500,['Indian' 'Afghani' 'Fast Food' 'Thalis'],Pune,Kalyani Nagar,4.1,50,13:38:21,5,4,10030,58
Misal And More,200,['North Indian' 'Fast Food'],Pune,Kondhwa,--,,21:06:11,10,3,17327,77
One Way Paratha,250,['North Indian' 'Fast Food'],Pune,Anand Nagar,4.3,100,21:31:57,1,0,27962,73
One Way Paratha,250,['North Indian' 'Fast Food'],Pune,Anand Nagar,4.3,100,14:15:37,7,5,13150,73
THE LITTLE PUNJAB,400,['North Indian' 'Chinese' 'Biryani' 'Tandoor' 'Kebabs' 'Snacks' 'Desserts' 'Beverages'],Pune,Anand Nagar,3.9,100,19:05:34,2,4,8332,71
Cream stone,200,['Ice Cream' 'Desserts' 'Beverages'],Pune,Aundh,4.1,50,19:39:27,6,4,27933,65
Ottoman Eats,300,['Lebanese' 'Kebabs' 'Fast Food' 'Beverages'],Pune,Wanowrie,4.1,100,10:52:21,9,2,9241,70
Sonu Shakewala,300,['Beverages'],Pune,Kalyani Nagar,--,,15:32:13,8,2,19197,60
Uncle Da Dhaba,500,['North Indian'],Pune,Kalyani Nagar,--,,17:42:44,1,2,8400,64
Lavaza Restaurant,225,['Fast Food' 'Indian' 'Beverages'],Pune,Kondhwa,--,,15:01:03,2,0,12729,73
Jazz Pizza,300,['Italian' 'Pizzas' 'Fast Food'],Pune,Kondhwa,3.9,20,13:59:37,9,0,18097,72
Royal Baking Co,350,['Bakery' 'Desserts' 'Continental' 'Fast Food' 'Combo' 'Italian' 'Biryani' 'Beverages'],Pune,Kalyani Nagar,3.9,20,09:32:08,4,1,6508,66
Kirti Restaurant & Bar,400,['Chinese' 'North Indian' 'Desserts' 'Fast Food' 'Beverages' 'Seafood'],Pune,Visharant Wadi,3.8,20,09:34:12,5,1,19735,64
SRI KRISHNA AANAND BHAVAN,200,['Indian' 'Snacks' 'Beverages'],Pune,Kothrud,4.4,100,11:00:41,4,2,16453,64
